ID_val,Problem,Checkbox,Check_Area,Complaint_Type,Area,SubArea,area_subarea,source_name
17214,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
6870,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
5361,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Compatibility,Bluetooth / Compatibility,source_2
13637,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Stability,Apple Car Play / Stability,source_2
14661,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
3629,Infotainment System-Poor Screen Quality,Radio Fnctn and Recptn - Display screen image poor quality,Radio Fnctn and Recptn,Display screen image poor quality,Radio,Presets DTU,Radio / Presets DTU,source_2
9669,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
13158,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Navigation,Not Enough Info,Navigation / Not Enough Info,source_2
13007,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
14624,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
416,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
15747,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
426,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,DTU,Bluetooth / DTU,source_2
15585,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
8701,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Stability,Apple Car Play / Stability,source_2
14557,Gauges/Instruments (Fuel/XXh/Odometer)-Broken/NW,Fuel Gauge - Inaccurate,Fuel Gauge,Inaccurate,Fuel Gauge,Doesn’t Read Full,Fuel Gauge / Doesn’t Read Full,source_2
8348,Hands-Free Communication-Doesn't Recognize Command,Media Player - Voice recognition/communication trouble,Media Player,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
15804,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Audio,No Audio,Audio / No Audio,source_2
14500,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - In-vehicle sound quality,Cell Phone Connection,In-vehicle sound quality,Bluetooth,Outbound Call,Bluetooth / Outbound Call,source_2
19248,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
10764,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
9876,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
6432,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
7890,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,Equalizer,Radio / Equalizer,source_2
1450,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,Route Accuracy,Navigation / Route Accuracy,source_2
17275,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Other,Navigation / Other,source_2
6117,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
17986,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Display,Black Screen,Display / Black Screen,source_2
12300,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,No Integrated Nav,Navigation / No Integrated Nav,source_2
2736,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Android Auto,Stability,Android Auto / Stability,source_2
609,Hands-Free Communication DTU,Cell Phone Connection - DTU/understand,Cell Phone Connection,DTU/understand,Bluetooth,DTU,Bluetooth / DTU,source_2
8939,Navigation System- DTU,Navigation System - Poor location of controls,Navigation System,Poor location of controls,Navigation,DTU,Navigation / DTU,source_2
1417,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,XM Radio,Customer Expectation,XM Radio / Customer Expectation,source_2
12697,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Android Auto,Stability,Android Auto / Stability,source_2
13775,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Apple Car Play,Dual Environment,Apple Car Play / Dual Environment,source_2
15373,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Bluetooth,Outbound Call,Bluetooth / Outbound Call,source_2
5540,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - unspecified,Android Auto/Apple CarPlay,unspecified,Android Auto,Stability,Android Auto / Stability,source_2
12958,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Bluetooth,No Audio,Bluetooth / No Audio,source_2
280,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Radio,Screen Freeze,Radio / Screen Freeze,source_2
19459,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
7292,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
15482,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
9468,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Display,Black Screen,Display / Black Screen,source_2
8810,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
17012,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
3000,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
14765,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Apple Car Play,DTU,Apple Car Play / DTU,source_2
13907,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
5615,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
16820,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
19879,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Audio,Not Functioning,Audio / Not Functioning,source_2
2286,Navigation System-Broken/Not Working,Navigation System - Broken/NW,Navigation System,Broken/NW,Navigation,SD Card Message,Navigation / SD Card Message,source_2
1184,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Device compatibility/does not work,Cell Phone Connection,Device compatibility/does not work,Bluetooth,Compatibility,Bluetooth / Compatibility,source_2
1745,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Audio,No Audio,Audio / No Audio,source_2
18834,Audio Sound/Speakers-Sound Quality,Audio Sound/Speakers - Sound lacks clarity,Audio Sound/Speakers,Sound lacks clarity,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
16133,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
2568,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
16071,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
2448,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
19912,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Device compatibility/does not work,Cell Phone Connection,Device compatibility/does not work,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
9566,Cigarette Lighter/Power Plug-Not Enough,12 Volt Power Outlets - Not enough outlets,12 Volt Power Outlets,Not enough outlets,Power Outlet,Not Enough,Power Outlet / Not Enough,source_2
11943,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
13906,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - Sound quality for person on other end,Cell Phone Connection,Sound quality for person on other end,Bluetooth,Outbound Call,Bluetooth / Outbound Call,source_2
8828,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
17013,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Display,Black Screen,Display / Black Screen,source_2
11102,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,Apple Car Play,Slow,Apple Car Play / Slow,source_2
2843,Navigation System-Other/Unspecified,Navigation System - unspecified,Navigation System,unspecified,Navigation,Not Enough Info,Navigation / Not Enough Info,source_2
19276,Navigation System-Broken/Not Working,Navigation System - Docking/connectivity,Navigation System,Docking/connectivity,Navigation,Not Functioning,Navigation / Not Functioning,source_2
8218,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Navigation,SD Card Message,Navigation / SD Card Message,source_2
14894,CD Player/Changer-Loading/Playback Problem,CD Player/Changer - Will not play,CD Player/Changer,Will not play,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
18350,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
14691,Display Touchscreen-Unspecified,Display Touchscreen - unspecified,Display Touchscreen,unspecified,Display,Not Enough Info,Display / Not Enough Info,source_2
1439,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
1755,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
273,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Apple Car Play,Stability,Apple Car Play / Stability,source_2
3229,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
12705,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,DTU,Voice Recognition / DTU,source_2
13195,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
7420,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
9155,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
18028,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
15492,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Display,DTU,Display / DTU,source_2
19813,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
13691,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
12922,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
16522,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - unspecified,Android Auto/Apple CarPlay,unspecified,Apple Car Play,DTU,Apple Car Play / DTU,source_2
19654,Front Audio/Ent System-Controls DTU/Poor Location,"Audio Sound/Speakers - Diff to adjust/use (bass, trbl, bal/fade)",Audio Sound/Speakers,"Diff to adjust/use (bass, trbl, bal/fade)",Audio,Source Volume Discrepencies,Audio / Source Volume Discrepencies,source_2
8452,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
9862,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
3399,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - unspecified,Radio Fnctn and Recptn,unspecified,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
11209,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Apple Car Play,Dual Environment,Apple Car Play / Dual Environment,source_2
18363,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - unspecified,Android Auto/Apple CarPlay,unspecified,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
9002,Navigation System- DTU,Navigation System - Poor location of controls,Navigation System,Poor location of controls,Navigation,DTU,Navigation / DTU,source_2
5356,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
13395,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
10960,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
15118,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Compatibility,Bluetooth / Compatibility,source_2
9088,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
3004,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
15521,RRR-Phone,RRR - Voice recognition problems,RRR,Voice recognition problems,RRR,Voice Recognition,RRR / Voice Recognition,source_2
7395,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
958,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
25,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
12297,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
1661,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio,Volume,Audio / Volume,source_2
13944,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Apple Car Play,DTU,Apple Car Play / DTU,source_2
16003,Hands-Free Communication-Doesn't Recognize Command,Navigation System - Voice recognition/communication trouble,Navigation System,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
43,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Radio,Other,Radio / Other,source_2
3249,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
2479,Navigation System-Broken/Not Working,Navigation System - Broken/NW,Navigation System,Broken/NW,Navigation,SD Card Message,Navigation / SD Card Message,source_2
18470,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
10240,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
11503,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Radio,Poor Reception,Radio / Poor Reception,source_2
3570,Display Touchscreen-Unspecified,Display Touchscreen - unspecified,Display Touchscreen,unspecified,Navigation,Not Functioning,Navigation / Not Functioning,source_2
19433,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Display,DTU,Display / DTU,source_2
6627,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
892,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
15182,RRR-System Activation,RRR - System would not properly activate,RRR,System would not properly activate,No Activation,Cannot Activate at Dealership,No Activation / Cannot Activate at Dealership,source_2
9722,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
19591,Front Audio/Ent System-Controls DTU/Poor Location,Radio Fnctn and Recptn - DTU/understand,Radio Fnctn and Recptn,DTU/understand,Display,DTU,Display / DTU,source_2
17610,Display Touchscreen-Unspecified,Display Touchscreen - unspecified,Display Touchscreen,unspecified,Radio,Customer Expectation,Radio / Customer Expectation,source_2
638,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Radio,Favorites,Radio / Favorites,source_2
1767,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Radio,Screen Freeze,Radio / Screen Freeze,source_2
8209,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
16938,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
3955,Cigarette Lighter/Power Plug-Not Enough,12 Volt Power Outlets - Not enough outlets,12 Volt Power Outlets,Not enough outlets,Power Outlet,Not Enough,Power Outlet / Not Enough,source_2
5761,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Navigation,Out Dated,Navigation / Out Dated,source_2
7375,Front Audio/Ent System-Controls DTU/Poor Location,Radio Fnctn and Recptn - DTU/understand,Radio Fnctn and Recptn,DTU/understand,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
13096,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
5747,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
18565,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Audio,No Audio,Audio / No Audio,source_2
10555,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
14451,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Display,Not Enough Info,Display / Not Enough Info,source_2
281,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Audio,Volume,Audio / Volume,source_2
12888,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
6323,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
12190,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Stability,Android Auto / Stability,source_2
13449,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
4983,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Wi-Fi,No Internet,Wi-Fi / No Internet,source_2
9850,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Radio,DTU,Radio / DTU,source_2
2969,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Android Auto,Slow,Android Auto / Slow,source_2
16741,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
9785,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
7070,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Pairing Loss,Bluetooth / Pairing Loss,source_2
11279,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
19611,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
11953,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
13706,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Apple Car Play,Stability,Apple Car Play / Stability,source_2
2196,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
19387,Audio Sound/Speakers-Sound Quality,Audio Sound/Speakers - unspecified,Audio Sound/Speakers,unspecified,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
